"","trialnum","subject","numObjects","speed","direction","condition","leftOrRight","offsetXYring0","orderCorrect","trialDurTotal","numTargets","whichIsTarget0","ringToQuery","Direction0","respAdj0","rev0_0","rev0_1","rev0_2","rev0_3","rev0_4","rev0_5","rev0_6","rev0_7","rev0_8","timingBlips","exp","file","trial","outOfCentralArea","maxXdev","blinks","meanX","maxYdev","meanY","RECORDING_SESSION_LABEL","CURRENT_FIX_BLINK_AROUND","CURRENT_FIX_X","CURRENT_FIX_Y","TRIAL_INDEX","TRIAL_LABEL","basicShape","initialDirRing0","whichIsTarget1","Direction1","respAdj1","rev1_0","rev1_1","rev1_2","rev1_3","rev1_4","rev1_5","rev1_6","rev1_7","rev1_8","correct","chanceRate"
"3710",36,"LO",2,2.4,1,1,0,"[-5, 0]",0,4.31204966399,1,1,0,-1,-1,1.6187,2.9707,3.9907,4.5872,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",37,0,13.8,0,402.15,1.89999999999998,299.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"3810",37,"LO",2,2.4,-1,1,0,"[-5, 0]",3,4.61098612422,1,1,0,1,0,1.8121,2.7644,3.865,5.1596,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",38,0,11.7,0,400.471428571429,9.10000000000002,303.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"3910",38,"LO",2,2,1,1,1,"[5, 0]",3,4.7141373026,1,1,0,-1,0,2.0871,2.8674,3.7981,4.8545,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",39,0,11.6,0,398.116666666667,17.4,301.716666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"4010",39,"LO",2,2.2,1,2,0,"[-10, 0]",3,4.40737990326,1,1,0,1,0,2.4731,3.1169,4.2548,4.8486,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",40,0,19.2,0,401.6375,15,305.3375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"4114",40,"LO",2,2,-1,0,0,"[0, 0]",3,4.5721520604,1,1,0,-1,0,2.2301,3.3699,3.8771,5.0359,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",41,0,26.3,0,413.566666666667,15,310.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"4212",41,"LO",2,2,-1,1,0,"[-5, 0]",3,4.51165572279,1,1,0,-1,0,1.519,2.4302,3.7026,4.9758,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",42,0,11.3,0,404.325,21.7,288.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"4310",42,"LO",2,2.2,1,1,0,"[-5, 0]",0,4.87334032618,1,1,0,-1,-1,2.1091,2.8807,4.3601,5.5458,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",43,0,4.80000000000001,0,396.4,5,298.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"4410",43,"LO",2,2,1,0,1,"[0, 0]",3,4.60915887883,1,1,0,1,0,2.2697,2.8845,4.2295,5.2959,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",44,0,16.6,0,388.65,9.19999999999999,302.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"4510",44,"LO",2,2.4,1,1,1,"[5, 0]",3,4.479352978,1,1,0,-1,0,1.694,2.4739,3.8271,4.6867,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",45,0,7.30000000000001,0,407.1,2.10000000000002,299.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"4610",45,"LO",2,2,1,0,0,"[0, 0]",3,4.81064897802,1,1,0,-1,0,1.5967,2.9963,3.8041,4.5949,5.8848,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",46,0,9.80000000000001,0,395.966666666667,13.5,294.633333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"4710",46,"LO",2,2,-1,1,1,"[5, 0]",3,4.3853500007,1,1,0,1,0,1.7079,2.3712,2.9541,3.5518,4.5483,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",47,0,5.80000000000001,2,398.85,6.30000000000001,304.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"4810",47,"LO",2,2.2,1,1,1,"[5, 0]",0,4.66455880756,1,1,0,1,1,1.8991,2.5949,3.5233,4.6746,5.477,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",48,0,5.80000000000001,0,404.166666666667,11,305.766666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"4910",48,"LO",2,2,1,2,1,"[10, 0]",3,4.58695753483,1,1,0,1,0,2.3862,3.6649,4.8204,-999,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",49,0,4.80000000000001,0,395.35,8.89999999999998,308.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"507",49,"LO",2,2.2,1,1,1,"[5, 0]",3,4.94001922161,1,1,0,-1,0,2.2543,2.9443,4.2729,5.6698,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",50,0,29.9,0,415.9,15.8,307.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"5113",50,"LO",2,2.2,1,0,1,"[0, 0]",3,5.03314233203,1,1,0,1,0,2.1354,2.783,3.758,5.1892,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",51,0,15.9,0,407.933333333333,7.5,301.616666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"529",51,"LO",2,2.2,1,1,0,"[-5, 0]",3,4.45740681602,1,1,0,1,0,2.0445,2.6082,3.5648,4.7026,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",52,0,7,0,397.6,9.19999999999999,302.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"537",52,"LO",2,2.4,-1,0,0,"[0, 0]",3,4.49538123973,1,1,0,1,0,2.3065,3.0042,4.0149,5.2359,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",53,0,4.89999999999998,0,402.7,20.3,312.933333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"547",53,"LO",2,2,-1,1,0,"[-5, 0]",3,4.30884337824,1,1,0,-1,0,1.8167,2.8966,4.2664,4.9574,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",54,0,7,0,393,4.39999999999998,304.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"557",54,"LO",2,2.4,-1,0,1,"[0, 0]",3,4.43734340772,1,1,0,-1,0,1.628,2.7985,4.0573,4.7278,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",55,0,2.19999999999999,0,397.8,15.1,315.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"567",55,"LO",2,2.3,1,2,0,"[-10, 0]",0,4.83429527844,1,1,0,-1,-1,2.1655,3.1125,4.5166,5.8399,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",56,1,20.4,0,406.016666666667,48.7,315.333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"577",56,"LO",2,2.4,1,2,1,"[10, 0]",3,4.34693264859,1,1,0,-1,0,1.8713,2.577,3.4779,4.0509,4.6675,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",57,0,10.8,0,391.066666666667,5.5,304.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"587",57,"LO",2,2.2,-1,1,1,"[5, 0]",3,4.85049092385,1,1,0,-1,0,1.7109,2.3477,3.5142,4.8857,5.5284,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",58,0,8.60000000000002,0,393.6,8.19999999999999,307.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"597",58,"LO",2,2.3,1,1,1,"[5, 0]",3,4.89303403975,1,1,0,-1,0,2.0379,3.0762,4.2433,5.5837,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",59,0,1.19999999999999,0,399.4,2.19999999999999,301.333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"607",59,"LO",2,2.4,1,1,1,"[5, 0]",0,4.86968561249,1,1,0,-1,-1,2.3455,3.1181,4.5234,5.5821,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",60,0,4.69999999999999,0,396.1,8.5,299.866666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"6113",60,"LO",2,2.3,-1,0,0,"[0, 0]",3,4.7744835687,1,1,0,-1,0,1.8387,3.2964,4.456,5.695,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",61,0,12,0,391.9,18.5,312.066666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"629",61,"LO",2,2.3,1,0,1,"[0, 0]",3,4.48121965188,1,1,0,-1,0,2.4987,3.9218,5.0301,-999,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",62,0,18.1,0,406.15,55.2,279.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"637",62,"LO",2,2.2,-1,1,0,"[-5, 0]",0,4.41397390244,1,1,0,1,-1,1.7971,3.1946,3.755,4.5544,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",63,0,5.80000000000001,0,402.866666666667,10.1,301.666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"647",63,"LO",2,2.3,-1,1,0,"[-5, 0]",3,4.89512592317,1,1,0,1,0,2.4334,3.7181,4.4937,5.0464,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",64,0,8.69999999999999,0,393.6,5.80000000000001,303.633333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"657",64,"LO",2,2.3,-1,2,1,"[10, 0]",3,4.82560481124,1,1,0,-1,0,1.9636,2.9192,3.6158,4.4563,5.7269,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",65,0,1.10000000000002,0,399.75,4.39999999999998,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"667",65,"LO",2,2.4,-1,2,1,"[10, 0]",3,4.83101376385,1,1,0,1,0,2.2187,3.3202,4.2652,4.9829,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",66,0,5.69999999999999,0,401.95,2.19999999999999,299.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"677",66,"LO",2,2.4,-1,2,0,"[-10, 0]",3,4.99093717729,1,1,0,1,0,2.1124,3.3855,4.6308,5.6802,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",67,0,11,0,397.2,3.30000000000001,299.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"687",67,"LO",2,2,1,2,0,"[-10, 0]",3,4.76152546802,1,1,0,-1,0,1.5918,2.3984,3.3797,4.3932,5.6259,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",68,0,7.60000000000002,0,396.5,20.1,307.133333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"697",68,"LO",2,2.2,1,2,1,"[10, 0]",3,4.37145716522,1,1,0,-1,0,1.8858,3.2483,3.7971,4.3724,5.3386,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",69,0,11.3,0,388.7,0.199999999999989,299.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"707",69,"LO",2,2.4,-1,1,0,"[-5, 0]",0,4.42817559714,1,1,0,1,1,2.3061,3.2055,4.6418,-999,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",70,0,13.9,0,403.525,3.89999999999998,299.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"7111",70,"LO",2,2.3,-1,2,0,"[-10, 0]",0,4.49104104583,1,1,0,1,-1,1.9118,3.0126,4.4163,5.3822,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",71,0,9.5,0,397.62,4.39999999999998,297.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"728",71,"LO",2,2.2,-1,2,0,"[-10, 0]",0,4.90409103669,1,1,0,1,-1,2.4152,3.1721,4.0865,5.1909,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",72,0,16.3,0,388.833333333333,16,307.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"737",72,"LO",2,2.2,1,0,0,"[0, 0]",3,4.84510105382,1,1,0,1,0,1.6384,2.6274,3.2337,3.9715,4.6576,5.8179,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",73,0,5.10000000000002,0,399.25,3.5,299.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"747",73,"LO",2,2,1,1,0,"[-5, 0]",3,4.5856075183,1,1,0,1,0,1.6043,3.03,4.0588,4.7802,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",74,0,14,0,397.86,9.5,302.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"757",74,"LO",2,2,-1,2,1,"[10, 0]",3,4.44855979905,1,1,0,1,0,1.7201,2.7049,3.4867,4.0118,5.0065,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",75,0,10.3,0,403.15,4.10000000000002,303.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"767",75,"LO",2,2.4,1,0,0,"[0, 0]",3,4.78120083967,1,1,0,-1,0,2.1993,2.9048,3.9777,5.2684,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",76,0,2.69999999999999,0,398,10.2,302.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"776",76,"LO",2,2,1,0,1,"[0, 0]",3,4.94283011168,1,1,0,1,0,2.4484,3.5267,4.3752,5.2985,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",77,0,8.89999999999998,0,392.75,7.30000000000001,297.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"786",77,"LO",2,2.4,1,2,0,"[-10, 0]",0,4.79186355424,1,1,0,1,-1,1.5303,2.7721,3.4477,4.3482,5.1175,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",78,1,56.8,0,414.414285714286,37.6,316.228571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"796",78,"LO",2,2.2,1,2,0,"[-10, 0]",3,4.8723258037,1,1,0,1,0,2.3873,3.4004,4.5096,5.0859,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",79,1,18.5,0,407.38,23.9,314.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"806",79,"LO",2,2.3,-1,0,1,"[0, 0]",3,4.4260830919,1,1,0,1,0,1.7041,2.8796,3.5747,4.6435,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",80,0,2.89999999999998,0,402.25,0.399999999999977,299.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"8111",80,"LO",2,2.4,1,0,1,"[0, 0]",3,4.48791430965,1,1,0,-1,0,1.9279,3.1946,4.6155,-999,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",81,0,4.30000000000001,0,399.166666666667,13.4,309.633333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"828",81,"LO",2,2.3,1,0,0,"[0, 0]",3,5.06880334027,1,1,0,-1,0,1.9194,3.3064,3.9114,4.9377,5.9501,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",82,0,4.39999999999998,0,395.6,2.19999999999999,302.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"837",82,"LO",2,2.2,-1,0,0,"[0, 0]",3,4.42050738757,1,1,0,-1,0,1.5266,2.922,3.5156,4.5779,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",83,0,5.60000000000002,0,395.65,14.1,309.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"846",83,"LO",2,2,-1,0,0,"[0, 0]",3,4.57625842667,1,1,0,1,0,2.4278,3.7513,4.3069,5.2364,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",84,0,1.30000000000001,0,401.3,13.4,286.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"856",84,"LO",2,2.4,-1,1,1,"[5, 0]",3,5.08163684262,1,1,0,1,0,1.9043,2.4229,3.0993,3.6278,4.2561,5.2852,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",85,0,9,0,404.2,17.2,313.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"866",85,"LO",2,2,-1,2,0,"[-10, 0]",0,4.5322293884,1,1,0,1,-1,1.8496,2.6794,3.9861,5.1316,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",86,0,6.60000000000002,0,399.1,12.3,293.566666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"876",86,"LO",2,2,1,1,1,"[5, 0]",3,4.72859151859,1,1,0,1,0,2.2561,2.8237,4.2938,5.6782,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",87,0,5.19999999999999,0,394.95,1.60000000000002,300.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"886",87,"LO",2,2.3,1,2,1,"[10, 0]",3,4.78467287404,1,1,0,1,0,2.0097,2.9063,4.0438,4.6721,5.935,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",88,0,83.1,0,413.342857142857,17.1,311.542857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"896",88,"LO",2,2,1,0,0,"[0, 0]",0,5.03190112574,1,1,0,-1,1,2.1287,2.8275,3.5447,4.3579,5.1677,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",89,0,32.8,0,393.4,17.7,297.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"906",89,"LO",2,2.3,-1,1,1,"[5, 0]",0,4.96101307476,1,1,0,-1,1,2.415,3.6642,4.2112,5.1782,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",90,0,20.7,0,400.525,17,294.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"9110",90,"LO",2,2.2,-1,0,1,"[0, 0]",3,4.34732137958,1,1,0,1,0,2.0051,2.5685,3.9779,4.7401,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",91,1,9.30000000000001,0,404.433333333333,22.8,307.833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"927",91,"LO",2,2.4,1,1,0,"[-5, 0]",0,4.53863417894,1,1,0,1,1,1.5969,2.8356,4.1022,4.6535,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",92,0,11.3,0,395.95,12.2,308.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"937",92,"LO",2,2,-1,0,1,"[0, 0]",3,4.59740589405,1,1,0,1,0,1.5228,2.723,4.0804,4.8585,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",93,0,4.89999999999998,0,404.9,6.89999999999998,306.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"946",93,"LO",2,2,-1,1,1,"[5, 0]",3,4.6831092961,1,1,0,1,0,2.2633,3.2114,4.478,5.5105,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",94,0,8.60000000000002,0,397.375,7.10000000000002,301.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"956",94,"LO",2,2.2,-1,2,1,"[10, 0]",3,5.06842739473,1,1,0,1,0,1.8627,3.3201,3.8576,4.4709,5.8848,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",95,0,11.2,0,402.183333333333,11.2,306.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"966",95,"LO",2,2.3,1,1,0,"[-5, 0]",3,4.75278546799,1,1,0,-1,0,1.8349,2.984,3.8463,4.6532,5.9618,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",96,0,15.1,0,395.5,9.60000000000002,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"976",96,"LO",2,2.3,1,1,0,"[-5, 0]",3,4.71339520644,1,1,0,1,0,2.4279,3.0837,4.3527,5.6178,-999,-999,-999,-999,-999,0,"offCenter","CF_13Apr2015_18-02.txt",97,0,12.5,0,388.65,11.9,306.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"250",1,"LO",2,2.4,-1,0,0,"[0, 0]",3,4.48925631819,1,1,0,1,0,2.3337,3.5862,4.7973,-999,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",2,0,1.19999999999999,0,400.2,2.69999999999999,299.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"350",2,"LO",2,2.3,-1,2,1,"[10, 0]",3,4.7011659548,1,0,0,-1,0,1.6453,2.8969,3.5442,4.8414,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",3,0,3.5,0,399.77,20.8,291.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"450",3,"LO",2,1.5,1,0,0,"[0, 0]",3,4.86662820197,1,0,0,1,0,1.5908,2.8773,4.0242,5.1963,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",4,0,13.4,0,393.877777777778,15.4,297.288888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"530",4,"LO",2,2.3,-1,2,0,"[-10, 0]",0,4.91720480684,1,0,0,1,-1,1.6494,2.1656,3.573,4.7855,5.3549,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",5,0,1.10000000000002,0,400,1,299.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"630",5,"LO",2,2.4,-1,1,0,"[-5, 0]",0,5.06467810282,1,1,0,-1,1,1.8717,2.5483,4.0098,5.3359,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",6,0,5.39999999999998,0,397.75,20.7,293.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"729",6,"LO",2,2.3,1,0,1,"[0, 0]",3,4.95697271535,1,0,0,1,0,2.3255,3.334,4.7308,6.0374,-999,-999,-999,-999,-999,0,"offCenter","CF_14Apr2015_13-43.txt",7,0,3.5,0,400.54,17.2,289.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
