"","trialnum","subject","numObjects","speed","direction","condition","leftOrRight","offsetXYring0","orderCorrect","trialDurTotal","numTargets","whichIsTarget0","ringToQuery","Direction0","respAdj0","rev0_0","rev0_1","rev0_2","rev0_3","rev0_4","rev0_5","rev0_6","rev0_7","rev0_8","timingBlips","exp","file","trial","outOfCentralArea","maxXdev","blinks","meanX","maxYdev","meanY","RECORDING_SESSION_LABEL","CURRENT_FIX_BLINK_AROUND","CURRENT_FIX_X","CURRENT_FIX_Y","TRIAL_INDEX","TRIAL_LABEL","basicShape","initialDirRing0","whichIsTarget1","Direction1","respAdj1","rev1_0","rev1_1","rev1_2","rev1_3","rev1_4","rev1_5","rev1_6","rev1_7","rev1_8","correct","chanceRate"
"3842",10,"UC",2,1.7,NA,NA,NA,NA,3,5.05837780781,2,0,1,1,-999,2.3049,3.1783,4.486,5.0316,6.2499,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diamond",1,0,-1,0,1.7825,2.5042,3.8537,4.9996,5.5294,-999,-999,-999,-999,1,0.5
"3843",11,"UC",2,1.7,NA,NA,NA,NA,0,4.97460887229,2,0,0,-1,1,2.3859,3.6754,4.9151,5.7646,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diamond",-1,0,1,-999,1.8306,3.0887,4.2432,5.0042,6.0468,-999,-999,-999,-999,0,0.5
"3844",12,"UC",2,1.6,NA,NA,NA,NA,3,5.23728678395,2,0,0,-1,0,1.9109,2.8699,4.0158,5.0048,5.9993,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",-1,1,1,-999,2.5463,3.4466,4.1526,4.9168,5.9122,-999,-999,-999,-999,1,0.5
"3845",13,"UC",2,1.7,NA,NA,NA,NA,0,4.66326161805,2,0,0,1,1,1.8493,2.4294,3.771,4.656,6.056,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diamond",1,0,-1,-999,2.4482,3.366,4.2592,5.7524,-999,-999,-999,-999,-999,0,0.5
"3846",14,"UC",2,1.6,NA,NA,NA,NA,3,4.93193713888,2,0,0,1,0,2.5486,3.7495,4.2516,5.7003,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",1,1,-1,-999,2.6966,3.9461,4.9704,5.8307,-999,-999,-999,-999,-999,1,0.5
"3847",15,"UC",2,1.2,NA,NA,NA,NA,3,5.22809690789,2,1,1,1,-999,2.1299,2.6997,3.3728,4.7532,5.2759,6.0363,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diamond",1,0,-1,0,2.6031,3.6055,4.6744,5.2959,6.4766,-999,-999,-999,-999,1,0.5
"3848",16,"UC",2,1.2,NA,NA,NA,NA,0,5.25465625157,2,1,1,-1,-999,2.2203,3.6292,4.1959,5.0926,6.3596,-999,-999,-999,-999,1,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diamond",-1,0,1,-1,2.416,3.5166,4.1818,5.2883,6.1327,-999,-999,-999,-999,0,0.5
"3849",17,"UC",2,1.4,NA,NA,NA,NA,3,5.23143409696,2,0,1,-1,-999,2.3454,3.568,4.9077,5.4773,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",-1,1,1,0,2.0616,3.1579,4.4086,5.0643,6.0636,-999,-999,-999,-999,1,0.5
"3850",18,"UC",2,1.7,NA,NA,NA,NA,0,4.9900216093,2,0,0,1,1,2.3718,3.4677,4.3006,4.9394,5.5178,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",1,0,-1,-999,2.6738,4.0129,5.4728,-999,-999,-999,-999,-999,-999,0,0.5
"3851",19,"UC",2,1.6,NA,NA,NA,NA,3,4.99100263793,2,0,0,-1,0,2.5532,3.5718,4.8304,5.6321,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diamond",-1,1,1,-999,2.6656,3.6077,4.455,5.3795,-999,-999,-999,-999,-999,1,0.5
"3852",20,"UC",2,1.4,NA,NA,NA,NA,3,4.78661632998,2,0,0,1,0,2.4607,3.1013,4.0205,4.909,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",1,1,-1,-999,1.9071,3.3911,4.513,5.232,-999,-999,-999,-999,-999,1,0.5
"3853",21,"UC",2,1.6,NA,NA,NA,NA,3,4.52770446047,2,0,1,-1,-999,1.8084,2.8883,3.9379,5.395,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diamond",-1,1,1,0,1.767,2.539,3.1503,4.005,4.7908,-999,-999,-999,-999,1,0.5
"3854",22,"UC",2,1.4,NA,NA,NA,NA,3,4.85095897108,2,0,0,-1,0,1.9551,3.3391,4.3054,5.0059,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diamond",-1,1,1,-999,2.3462,3.3611,4.3339,5.1123,-999,-999,-999,-999,-999,1,0.5
"3855",23,"UC",2,1.2,NA,NA,NA,NA,3,4.99008725203,2,1,1,-1,-999,1.9489,2.9465,3.956,4.6077,5.3392,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",-1,0,1,0,2.0422,2.7333,3.788,4.3574,5.6941,-999,-999,-999,-999,1,0.5
"3856",24,"UC",2,1.4,NA,NA,NA,NA,0,4.90115304844,2,0,1,1,-999,2.0742,3.241,3.9797,4.6493,5.2959,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",1,1,-1,-1,1.8191,3.0827,4.4022,5.4288,-999,-999,-999,-999,-999,0,0.5
"3857",25,"UC",2,1.6,NA,NA,NA,NA,0,4.93064527117,2,0,1,1,-999,2.1965,3.6712,4.5331,5.8881,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",1,1,-1,-1,1.9727,2.9411,4.0868,4.9822,6.3316,-999,-999,-999,-999,0,0.5
"3858",26,"UC",2,1.2,NA,NA,NA,NA,3,4.71915266266,2,1,1,1,-999,2.1594,2.7545,3.5023,4.4279,5.0786,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",1,0,-1,0,2.6564,4.125,5.262,-999,-999,-999,-999,-999,-999,1,0.5
"3859",27,"UC",2,1.6,NA,NA,NA,NA,3,4.91125067409,2,0,0,1,0,1.9555,2.7213,3.7787,4.8533,5.7566,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diamond",1,1,-1,-999,2.0108,3.3345,4.2068,4.7733,5.644,-999,-999,-999,-999,1,0.5
"3860",28,"UC",2,1.7,NA,NA,NA,NA,0,4.540111987,2,0,1,1,-999,1.9322,2.6375,4.0864,4.6803,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",1,0,-1,-1,1.8142,3.0574,4.5538,5.2109,-999,-999,-999,-999,-999,0,0.5
"3861",29,"UC",2,1.7,NA,NA,NA,NA,0,4.9269900584,2,0,0,-1,-1,2.4378,3.7026,4.9349,6.1294,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",-1,0,1,-999,2.4266,3.1773,4.4998,5.1961,-999,-999,-999,-999,-999,0,0.5
"3862",30,"UC",2,1.7,NA,NA,NA,NA,0,4.60126785797,2,0,1,-1,-999,2.6134,3.325,4.3806,5.5581,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diamond",-1,0,1,1,1.9255,2.7148,3.3808,4.0647,4.9661,-999,-999,-999,-999,0,0.5
"3863",31,"UC",2,1.7,NA,NA,NA,NA,0,4.61012023338,2,0,1,-1,-999,1.9106,3.3705,4.3805,5.586,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",-1,0,1,1,2.313,3.3943,4.7098,5.7398,-999,-999,-999,-999,-999,0,0.5
"3864",32,"UC",2,1.2,NA,NA,NA,NA,3,5.25123379769,2,1,1,1,-999,2.4896,3.1809,4.0578,5.1855,5.6999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diamond",1,0,-1,0,2.6653,3.7131,4.2156,5.3426,6.5013,-999,-999,-999,-999,1,0.5
"3865",33,"UC",2,1.6,NA,NA,NA,NA,3,4.62664137946,2,0,1,1,-999,2.4719,3.4137,4.1187,5.4332,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diamond",1,1,-1,0,2.6896,3.8516,4.463,5.4149,-999,-999,-999,-999,-999,1,0.5
"3866",34,"UC",2,1.7,NA,NA,NA,NA,3,4.68250620913,2,0,0,1,0,2.4001,3.2217,4.0151,4.9775,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",1,0,-1,-999,2.3953,3.4956,4.0319,4.6916,5.4979,-999,-999,-999,-999,1,0.5
"3867",35,"UC",2,1.4,NA,NA,NA,NA,3,4.9487811264,2,0,0,-1,0,2.2521,3.3976,4.6639,5.8685,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",-1,1,1,-999,2.5101,3.7226,4.3735,5.4737,-999,-999,-999,-999,-999,1,0.5
"3868",36,"UC",2,1.6,NA,NA,NA,NA,3,4.99963770549,2,0,0,-1,0,2.0866,3.5316,4.0422,5.041,6.1633,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diamond",-1,1,1,-999,2.1646,2.8817,4.2147,5.2701,-999,-999,-999,-999,-999,1,0.5
"3869",37,"UC",2,1.6,NA,NA,NA,NA,3,4.59690534727,2,0,1,-1,-999,1.8256,3.1755,4.6613,6.0915,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",-1,1,1,0,2.6934,3.6122,5.0694,-999,-999,-999,-999,-999,-999,1,0.5
"3870",38,"UC",2,1.6,NA,NA,NA,NA,3,4.85845609042,2,0,1,-1,-999,2.2649,3.5893,4.5083,5.2696,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diamond",-1,1,1,0,2.3556,3.6924,5.1434,-999,-999,-999,-999,-999,-999,1,0.5
"3871",39,"UC",2,1.7,NA,NA,NA,NA,3,4.82095808452,2,0,1,-1,-999,2.3119,3.4425,4.334,5.0993,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",-1,0,1,0,1.958,3.4095,4.6361,5.8264,-999,-999,-999,-999,-999,1,0.5
"3872",40,"UC",2,1.7,NA,NA,NA,NA,0,5.24266822658,2,0,0,1,1,2.4102,3.035,3.6062,4.9267,5.4644,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diamond",1,0,-1,-999,2.3381,3.4467,4.103,4.9464,6.2586,-999,-999,-999,-999,0,0.5
"3873",41,"UC",2,1.2,NA,NA,NA,NA,3,4.50436622537,2,1,0,-1,0,2.017,3.1065,3.9713,4.4725,5.5063,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",-1,0,1,-999,2.5589,3.5118,4.1106,4.6938,-999,-999,-999,-999,-999,1,0.5
"3874",42,"UC",2,1.7,NA,NA,NA,NA,0,4.66647423597,2,0,1,1,-999,2.4629,3.6538,4.5116,5.2388,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diamond",1,0,-1,1,2.3865,3.3227,4.458,5.5611,-999,-999,-999,-999,-999,0,0.5
"3875",43,"UC",2,1.4,NA,NA,NA,NA,0,5.1103814873,2,0,1,-1,-999,2.4404,3.7531,4.5674,5.2066,6.4141,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",-1,1,1,1,2.6359,3.2294,4.7194,5.5285,-999,-999,-999,-999,-999,0,0.5
"3876",44,"UC",2,1.6,NA,NA,NA,NA,0,4.98332249396,2,0,0,1,1,2.333,3.6941,5.0306,5.699,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diamond",1,1,-1,-999,2.2082,3.5632,4.0906,4.713,5.3248,-999,-999,-999,-999,0,0.5
"3877",45,"UC",2,1.7,NA,NA,NA,NA,3,4.67917442559,2,0,0,-1,0,1.8068,2.498,3.6179,5.0131,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diamond",-1,0,1,-999,2.5603,3.0699,3.6031,4.5458,5.2247,-999,-999,-999,-999,1,0.5
"3878",46,"UC",2,1.6,NA,NA,NA,NA,3,5.2990079351,2,0,0,-1,0,2.0199,2.7733,3.7773,4.9379,5.587,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",-1,1,1,-999,2.5942,3.4258,4.021,5.269,6.7614,-999,-999,-999,-999,1,0.5
"3879",47,"UC",2,1.4,NA,NA,NA,NA,3,5.10483405245,2,0,0,-1,0,2.0387,2.7698,3.5426,4.1727,4.7721,5.8641,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diamond",-1,1,1,-999,1.9524,3.2689,4.2933,5.2746,-999,-999,-999,-999,-999,1,0.5
"3880",48,"UC",2,1.4,NA,NA,NA,NA,3,4.94154155098,2,0,0,1,0,2.1856,2.9536,3.735,5.1281,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diamond",1,1,-1,-999,2.2573,3.0887,3.8476,4.391,5.6045,-999,-999,-999,-999,1,0.5
"3881",49,"UC",2,1.2,NA,NA,NA,NA,3,4.68160232844,2,1,1,-1,-999,2.1458,3.1799,3.8584,5.2972,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diamond",-1,0,1,0,1.8565,2.8781,3.8406,4.9199,-999,-999,-999,-999,-999,1,0.5
"3882",50,"UC",2,1.2,NA,NA,NA,NA,3,5.06734951967,2,1,1,1,-999,2.6373,3.4539,4.9341,6.1103,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",1,0,-1,0,2.6762,4.1032,5.2858,-999,-999,-999,-999,-999,-999,1,0.5
"3883",51,"UC",2,1.2,NA,NA,NA,NA,3,4.63399251086,2,1,0,1,0,2.1137,3.5387,4.0779,4.658,5.5691,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diamond",1,0,-1,-999,2.5197,3.7234,5.0605,-999,-999,-999,-999,-999,-999,1,0.5
"3884",52,"UC",2,1.7,NA,NA,NA,NA,3,5.2108154291,2,0,0,-1,0,2.1108,3.5571,4.2955,5.5555,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",-1,0,1,-999,1.7683,3.2345,4.5655,5.9172,-999,-999,-999,-999,-999,1,0.5
"3885",53,"UC",2,1.7,NA,NA,NA,NA,0,5.18469466916,2,0,1,-1,-999,2.0529,2.8856,4.0006,5.3175,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diamond",-1,0,1,-1,2.4533,3.4522,4.3652,5.2627,6.0155,-999,-999,-999,-999,0,0.5
"3886",54,"UC",2,1.4,NA,NA,NA,NA,3,4.68134498131,2,0,0,1,0,2.2851,3.1405,3.8574,4.7512,5.6158,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",1,1,-1,-999,2.594,3.5217,4.4336,5.7923,-999,-999,-999,-999,-999,1,0.5
"3887",55,"UC",2,1.2,NA,NA,NA,NA,3,5.20801797909,2,1,0,-1,0,1.7599,3.0526,3.611,4.8322,5.3682,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diamond",-1,0,1,-999,1.7531,2.5855,3.5967,4.4452,5.2951,6.5437,-999,-999,-999,1,0.5
"3888",56,"UC",2,1.4,NA,NA,NA,NA,3,5.1339442148,2,0,1,1,-999,2.4581,3.0489,3.9376,4.4991,5.4722,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",1,1,-1,0,2.3512,3.7997,4.6468,5.5819,-999,-999,-999,-999,-999,1,0.5
"3889",57,"UC",2,1.2,NA,NA,NA,NA,3,4.9844938483,2,1,1,-1,-999,2.043,2.9182,4.013,4.6748,6.0061,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",-1,0,1,0,1.8633,3.3492,4.2531,5.2767,-999,-999,-999,-999,-999,1,0.5
"3890",58,"UC",2,1.7,NA,NA,NA,NA,3,4.99912506323,2,0,1,1,-999,2.1512,3.3201,3.9376,5.1528,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",1,0,-1,0,2.5979,3.4678,4.8864,5.8297,-999,-999,-999,-999,-999,1,0.5
"3891",59,"UC",2,1.2,NA,NA,NA,NA,3,5.15509108074,2,1,0,1,0,2.6925,3.6286,4.6939,5.6684,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",1,0,-1,-999,2.568,3.24,4.0568,4.6364,6.0338,-999,-999,-999,-999,1,0.5
"3892",60,"UC",2,1.6,NA,NA,NA,NA,3,4.78548262589,2,0,1,1,-999,1.9186,3.1341,4.2832,5.287,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",1,1,-1,0,2.6258,3.4777,4.456,5.5974,-999,-999,-999,-999,-999,1,0.5
"3893",61,"UC",2,1.4,NA,NA,NA,NA,3,4.92466201118,2,0,1,1,-999,2.5619,3.6809,4.3047,5.3723,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diamond",1,1,-1,0,2.0469,2.8649,4.1582,5.0445,-999,-999,-999,-999,-999,1,0.5
"3894",62,"UC",2,1.4,NA,NA,NA,NA,3,4.74063868517,2,0,1,-1,-999,2.4262,3.3326,4.552,5.8639,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diamond",-1,1,1,0,2.5797,3.269,3.8513,5.1839,-999,-999,-999,-999,-999,1,0.5
"3895",63,"UC",2,1.6,NA,NA,NA,NA,3,5.0299376489,2,0,0,1,0,2.3983,3.7261,5.2225,-999,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-28.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"circle",1,1,-1,-999,1.7265,2.7849,4.0961,4.6345,5.3465,-999,-999,-999,-999,1,0.5
"3896",0,"UC",2,1.7,NA,NA,NA,NA,3,4.94231956059,2,1,0,1,0,2.4361,3.2745,3.8638,4.6708,5.9159,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-43.txt",1,0,9.39999999999998,0,403.2,13.6,297.5,NA,NA,NA,NA,NA,NA,"circle",1,0,-1,-999,2.6678,3.5936,4.7134,5.9813,-999,-999,-999,-999,-999,1,0.5
"3897",1,"UC",2,1.6,NA,NA,NA,NA,3,5.28762883633,2,1,1,-1,-999,2.2692,3.5026,4.6042,5.6918,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-43.txt",2,0,9.39999999999998,0,390.6,6,306,NA,NA,NA,NA,NA,NA,"diamond",-1,1,1,0,2.4903,3.5049,4.5909,6.0258,-999,-999,-999,-999,-999,1,0.5
"3898",2,"UC",2,1.2,NA,NA,NA,NA,3,5.05012360223,2,0,1,1,-999,2.372,3.5279,4.2942,5.1449,6.2374,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-43.txt",3,0,0.699999999999989,0,400.7,2.30000000000001,302.3,NA,NA,NA,NA,NA,NA,"diamond",1,1,-1,0,2.1589,3.1453,4.3954,5.1003,5.7034,-999,-999,-999,-999,1,0.5
"3899",3,"UC",2,1.4,NA,NA,NA,NA,3,5.29423621104,2,0,0,-1,0,2.031,3.421,4.4644,5.386,6.2293,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-43.txt",4,0,8,0,404.266666666667,8.5,306.666666666667,NA,NA,NA,NA,NA,NA,"diamond",-1,1,1,-999,2.1132,2.9208,3.9121,5.3481,5.9859,-999,-999,-999,-999,1,0.5
"3900",4,"UC",2,1.6,NA,NA,NA,NA,3,5.16874023586,2,1,0,1,0,2.691,3.6015,4.2292,5.4911,-999,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-43.txt",5,0,1.60000000000002,0,401.6,4.19999999999999,304.2,NA,NA,NA,NA,NA,NA,"circle",1,1,-1,-999,2.4538,3.8493,4.6939,6.0533,-999,-999,-999,-999,-999,1,0.5
"3901",5,"UC",2,1.7,NA,NA,NA,NA,3,4.9353622503,2,1,0,1,0,1.804,2.8118,4.1778,4.7468,6.0508,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-43.txt",6,0,1.80000000000001,0,401.8,4.19999999999999,304.2,NA,NA,NA,NA,NA,NA,"diamond",1,0,-1,-999,1.8637,2.7947,3.4459,4.4661,5.6866,-999,-999,-999,-999,1,0.5
"3902",6,"UC",2,1.4,NA,NA,NA,NA,0,4.97784206161,2,0,1,1,-999,2.2227,3.2615,3.9629,4.4995,5.0941,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-43.txt",7,0,2.19999999999999,0,402.2,10,310,NA,NA,NA,NA,NA,NA,"diamond",1,1,-1,-1,1.763,3.0096,4.3738,5.1317,-999,-999,-999,-999,-999,0,0.5
"3903",7,"UC",2,1.6,NA,NA,NA,NA,0,4.81686306202,2,1,0,1,-1,1.9229,2.4854,3.5946,4.5367,5.6913,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-43.txt",8,0,1.10000000000002,0,401.1,4.19999999999999,304.2,NA,NA,NA,NA,NA,NA,"diamond",1,1,-1,-999,2.4758,3.5906,4.24,5.1764,-999,-999,-999,-999,-999,0,0.5
"3904",8,"UC",2,1.2,NA,NA,NA,NA,3,4.60454841547,2,0,1,1,-999,1.7627,2.5405,3.7277,4.52,5.7304,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-43.txt",9,0,3.19999999999999,0,403.2,0.300000000000011,300.3,NA,NA,NA,NA,NA,NA,"circle",1,1,-1,0,2.1103,2.9977,3.7732,4.8066,-999,-999,-999,-999,-999,1,0.5
"3905",9,"UC",2,1.2,NA,NA,NA,NA,3,4.87830647939,2,0,0,1,0,2.4436,2.9785,3.7001,4.3771,5.796,-999,-999,-999,-999,0,"circleOrSquare_twoTargets","LT_01Jun2015_11-43.txt",10,0,0.100000000000023,0,399.9,2.30000000000001,302.3,NA,NA,NA,NA,NA,NA,"circle",1,1,-1,-999,2.2769,3.034,3.9065,5.1441,-999,-999,-999,-999,-999,1,0.5
