"","trialnum","subject","numObjects","speed","direction","condition","leftOrRight","offsetXYring0","orderCorrect","trialDurTotal","numTargets","whichIsTarget0","ringToQuery","Direction0","respAdj0","rev0_0","rev0_1","rev0_2","rev0_3","rev0_4","rev0_5","rev0_6","rev0_7","rev0_8","timingBlips","exp","file","Position","Exclusion","correct","chanceRate"
"571",66,"LO",2,2,1,2,0,"[-10, 0]",0,4.36897389976,1,0,0,-1,-1,1.7963,2.4421,3.3186,4.0578,4.9154,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",397,1,0,0.5
"572",67,"LO",2,1.5,1,2,0,"[-10, 0]",3,4.40571380005,1,1,0,-1,0,1.7062,2.8604,4.2284,5.0748,-999,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",395.34,1,1,0.5
"573",68,"LO",2,1.5,-1,0,1,"[0, 0]",3,4.78535736097,1,1,0,-1,0,2.0527,3.0382,3.7264,4.2726,5.3893,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",396.86,1,1,0.5
"574",69,"LO",2,1.65,-1,0,0,"[0, 0]",3,4.43504856032,1,0,0,1,0,2.2094,2.8981,3.745,4.6591,-999,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",393.25,0,1,0.5
"575",70,"LO",2,2,1,1,0,"[-5, 0]",3,4.66206656862,1,0,0,-1,0,2.0137,2.6966,3.6912,4.6739,5.4919,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",387.8,1,1,0.5
"576",71,"LO",2,1.8,1,1,1,"[5, 0]",0,4.62890736826,1,1,0,-1,-1,2.4047,3.5735,4.4684,5.2349,-999,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",393.7,1,0,0.5
"577",72,"LO",2,1.5,-1,0,0,"[0, 0]",3,4.99880889452,1,1,0,1,0,1.8614,2.8074,4.1865,5.3645,-999,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",391.65,0,1,0.5
"578",73,"LO",2,1.8,-1,2,1,"[10, 0]",3,4.65135615405,1,1,0,-1,0,2.0114,2.879,4.2283,4.9405,-999,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",386.5,1,1,0.5
"579",74,"LO",2,2,-1,1,1,"[5, 0]",3,4.99092354464,1,0,0,1,0,2.2963,3.0545,4.2701,4.9758,6.377,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",395.7,0,1,0.5
"580",75,"LO",2,1.8,1,2,1,"[10, 0]",3,5.03690286355,1,1,0,-1,0,2.4854,3.923,5.3166,-999,-999,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",396.6,0,1,0.5
"581",76,"LO",2,2,-1,2,0,"[-10, 0]",3,4.8147120079,1,0,0,1,0,2.2151,3.2133,3.8993,5.2211,-999,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",399.985714285714,1,1,0.5
"582",77,"LO",2,1.8,-1,1,0,"[-5, 0]",3,4.7971371319,1,1,0,-1,0,1.6015,2.5734,3.7314,4.4665,5.4631,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",404.25,0,1,0.5
"583",78,"LO",2,1.8,-1,0,0,"[0, 0]",3,4.42303479549,1,1,0,-1,0,1.5969,2.6536,3.8166,4.7367,-999,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",401,0,1,0.5
"584",79,"LO",2,2,-1,0,1,"[0, 0]",3,4.5724131712,1,0,0,1,0,1.8843,3.0048,3.6739,4.2589,5.5984,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",401,0,1,0.5
"585",80,"LO",2,2,-1,0,0,"[0, 0]",3,4.67224392711,1,0,0,-1,0,2.4423,3.4543,4.1868,4.9432,-999,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",398.15,0,1,0.5
"586",81,"LO",2,1.8,1,2,0,"[-10, 0]",3,4.93753093216,1,1,0,1,0,2.1988,3.1815,4.0428,5.4469,-999,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",402.933333333333,0,1,0.5
"587",82,"LO",2,1.65,1,1,0,"[-5, 0]",3,4.43348093438,1,0,0,1,0,1.8118,3.0609,3.9918,5.0548,-999,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",391.633333333333,1,1,0.5
"588",83,"LO",2,1.65,1,2,1,"[10, 0]",3,4.49101425781,1,0,0,-1,0,1.5083,2.8282,3.6567,4.1976,5.2782,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",392.6,0,1,0.5
"589",84,"LO",2,1.5,1,2,1,"[10, 0]",3,4.67718903799,1,1,0,1,0,2.3175,3.2223,3.7616,5.2398,-999,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",388.2,1,1,0.5
"590",85,"LO",2,1.5,-1,1,1,"[5, 0]",3,4.36552559712,1,1,0,-1,0,2.1091,2.9524,3.7056,4.9448,-999,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",397.65,0,1,0.5
"591",86,"LO",2,1.65,-1,1,0,"[-5, 0]",3,4.41130920248,1,0,0,1,0,2.3821,3.8453,5.3443,-999,-999,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",397.3,0,1,0.5
"592",87,"LO",2,1.5,1,1,1,"[5, 0]",3,4.77933507827,1,1,0,1,0,1.5757,2.452,3.5219,4.2365,5.3254,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",388.15,1,1,0.5
"593",88,"LO",2,1.65,-1,1,1,"[5, 0]",3,4.33666248097,1,0,0,1,0,1.5779,2.1639,3.4986,4.2987,5.2811,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",394.75,0,1,0.5
"594",89,"LO",2,2,-1,1,0,"[-5, 0]",3,4.74707307332,1,0,0,1,0,2.447,3.2415,4.3493,5.0037,-999,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",394.366666666667,1,1,0.5
"595",90,"LO",2,1.65,1,0,0,"[0, 0]",3,4.36810118006,1,0,0,-1,0,2.4295,3.5468,4.3191,5.6525,-999,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",397.133333333333,0,1,0.5
"596",91,"LO",2,1.5,1,1,0,"[-5, 0]",3,4.44716524063,1,1,0,1,0,1.8015,2.4352,3.7958,4.3876,4.9221,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",395.85,0,1,0.5
"597",92,"LO",2,1.8,-1,2,0,"[-10, 0]",3,5.02651411847,1,1,0,1,0,2.3685,3.1622,4.4767,5.6009,-999,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",388.3,1,1,0.5
"598",93,"LO",2,1.65,1,0,1,"[0, 0]",3,5.05055013278,1,0,0,-1,0,1.7411,2.994,3.984,4.7624,6.0533,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",399.7,0,1,0.5
"599",94,"LO",2,1.65,-1,2,0,"[-10, 0]",3,4.9082992763,1,0,0,-1,0,2.1123,2.6414,3.6544,4.4864,5.5377,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",398.14,1,1,0.5
"600",95,"LO",2,1.65,-1,0,1,"[0, 0]",3,4.717372859,1,0,0,1,0,2.4065,3.7062,4.3821,5.459,-999,-999,-999,-999,-999,0,"offCenter","CF_07Apr2015_16-26.txt",394.95,0,1,0.5
"601",0,"LO",2,2.2,-1,1,0,"[-5, 0]",0,4.77233362574,1,1,0,-1,1,2.2264,3.5685,4.4821,5.0193,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",396.1,0,0,0.5
"602",1,"LO",2,1.8,-1,1,0,"[-5, 0]",3,4.96942371927,1,1,0,-1,0,1.7017,2.3544,3.8408,5.2422,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",395.9,0,1,0.5
"603",2,"LO",2,2.2,1,0,0,"[0, 0]",3,4.85368533234,1,1,0,1,0,1.5043,2.1546,2.7717,4.1695,4.9166,5.8216,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",393.3,0,1,0.5
"604",3,"LO",2,2.2,-1,0,0,"[0, 0]",3,4.61928064257,1,1,0,1,0,2.4002,2.9885,3.8985,5.2874,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",400.7,0,1,0.5
"605",4,"LO",2,1.8,-1,1,1,"[5, 0]",3,4.89628597127,1,1,0,-1,0,1.8036,2.5385,3.1496,4.1208,5.153,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",396.5,0,1,0.5
"606",5,"LO",2,2,-1,0,0,"[0, 0]",3,4.37922141488,1,0,0,1,0,1.9746,3.1575,4.4145,5.2435,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",404,0,1,0.5
"607",6,"LO",2,1.8,-1,2,1,"[10, 0]",3,4.48650648929,1,1,0,-1,0,1.6619,2.1992,3.415,4.1663,5.2035,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",390.9,0,1,0.5
"608",7,"LO",2,2.1,1,0,1,"[0, 0]",3,4.96343249337,1,0,0,1,0,1.837,3.3281,4.5326,5.5295,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",394.2,0,1,0.5
"609",8,"LO",2,2,-1,1,1,"[5, 0]",3,4.4593506782,1,0,0,-1,0,2.1687,3.2888,4.7405,-999,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",399.35,0,1,0.5
"610",9,"LO",2,2.2,1,2,1,"[10, 0]",3,4.46470533032,1,1,0,1,0,2.0024,2.988,4.325,5.2784,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",404.1,0,1,0.5
"611",10,"LO",2,1.8,-1,0,1,"[0, 0]",3,4.45936597289,1,1,0,1,0,2.2641,3.5964,4.7149,-999,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",400.6,0,1,0.5
"612",11,"LO",2,1.8,1,2,0,"[-10, 0]",3,4.60048036215,1,1,0,1,0,1.5286,2.8536,4.306,4.9383,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",390.1,0,1,0.5
"613",12,"LO",2,2,1,0,1,"[0, 0]",3,4.63553973658,1,0,0,-1,0,1.6387,2.3406,3.0282,4.3988,5.1438,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",395.9,0,1,0.5
"614",13,"LO",2,2.1,1,2,0,"[-10, 0]",3,4.73255608722,1,0,0,1,0,1.6754,3.1333,4.2395,5.3857,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",400.1,0,1,0.5
"615",14,"LO",2,1.8,1,1,1,"[5, 0]",3,4.52516292828,1,1,0,1,0,2.145,2.7344,3.3175,4.1075,5.3568,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",393.125,1,1,0.5
"616",15,"LO",2,2.1,1,0,0,"[0, 0]",3,4.37225571876,1,0,0,1,0,2.3322,2.8375,3.9377,5.2818,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",396.95,0,1,0.5
"617",16,"LO",2,2,-1,0,1,"[0, 0]",3,5.08116980847,1,0,0,-1,0,2.122,2.6517,3.7416,4.939,6.3055,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",391.533333333333,0,1,0.5
"618",17,"LO",2,2.1,-1,1,0,"[-5, 0]",3,4.81718716141,1,0,0,-1,0,1.562,3.0002,4.1586,4.7195,5.8154,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",395.7,0,1,0.5
"619",18,"LO",2,2.1,-1,0,0,"[0, 0]",3,4.44962341502,1,0,0,-1,0,1.7342,2.4035,3.7493,4.3289,5.4887,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",390.5,0,1,0.5
"620",19,"LO",2,2,-1,1,0,"[-5, 0]",3,4.30181716664,1,0,0,1,0,2.3434,3.0363,4.286,5.7142,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",400.066666666667,0,1,0.5
"621",20,"LO",2,2,1,1,1,"[5, 0]",3,5.0536918154,1,0,0,-1,0,2.3245,3.1342,4.5108,5.7197,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",390.7,0,1,0.5
"622",21,"LO",2,2.1,1,1,1,"[5, 0]",3,4.72679191433,1,0,0,-1,0,1.8665,3.2941,4.2186,4.7267,6.1228,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",399.3,0,1,0.5
"623",22,"LO",2,2.2,-1,2,1,"[10, 0]",3,4.4604963946,1,1,0,1,0,2.2861,3.0921,3.9694,4.6783,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",401.85,0,1,0.5
"624",23,"LO",2,2,1,0,0,"[0, 0]",3,4.61585782974,1,0,0,-1,0,1.8497,2.9448,4.0992,5.3857,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",396.9,0,1,0.5
"625",24,"LO",2,2,1,2,1,"[10, 0]",3,4.79181031098,1,0,0,1,0,2.484,3.9565,5.3023,-999,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",400,0,1,0.5
"626",25,"LO",2,2.1,-1,2,1,"[10, 0]",3,5.05546229635,1,0,0,-1,0,1.9857,2.5117,3.8691,4.3996,5.552,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",398.85,0,1,0.5
"627",26,"LO",2,1.8,-1,2,0,"[-10, 0]",3,4.38423209309,1,1,0,1,0,2.3982,3.5726,4.6358,-999,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",401.25,0,1,0.5
"628",27,"LO",2,2.1,-1,1,1,"[5, 0]",3,4.35436950918,1,0,0,1,0,1.7397,2.8661,3.8953,4.8451,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",394.25,0,1,0.5
"629",28,"LO",2,1.8,1,2,1,"[10, 0]",3,4.82253397948,1,1,0,-1,0,1.7364,2.4626,3.3665,4.4924,5.7195,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",393.78,0,1,0.5
"630",29,"LO",2,2.2,-1,1,1,"[5, 0]",3,4.9036725883,1,1,0,-1,0,1.7732,2.6373,3.145,4.0778,4.9793,5.7814,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",397.475,0,1,0.5
"631",30,"LO",2,2.2,1,0,1,"[0, 0]",3,4.38493040746,1,1,0,-1,0,2.1169,2.7508,3.4383,4.7834,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",395.95,0,1,0.5
"632",31,"LO",2,1.8,-1,0,0,"[0, 0]",3,4.98073918353,1,1,0,-1,0,2.0194,3.0776,4.4695,5.1223,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",394.45,0,1,0.5
"633",32,"LO",2,2,1,2,0,"[-10, 0]",3,4.82226291958,1,0,0,-1,0,1.9791,2.4912,3.7354,4.5693,5.8752,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",396.9,0,1,0.5
"634",33,"LO",2,2.2,-1,2,0,"[-10, 0]",0,4.9965008706,1,1,0,1,-1,2.1949,2.8071,3.9428,5.4155,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",398.633333333333,0,0,0.5
"635",34,"LO",2,2.1,-1,0,1,"[0, 0]",3,5.07932218373,1,0,0,1,0,1.8877,3.0075,3.8547,5.336,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",398.2,0,1,0.5
"636",35,"LO",2,1.8,1,1,0,"[-5, 0]",3,4.65647420757,1,1,0,-1,0,2.4413,3.1588,4.5759,5.3908,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",403.35,0,1,0.5
"637",36,"LO",2,2.2,-1,0,1,"[0, 0]",3,4.76012445956,1,1,0,-1,0,1.8118,2.7114,3.2854,4.1744,5.2939,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",398.375,0,1,0.5
"638",37,"LO",2,2.1,-1,2,0,"[-10, 0]",3,4.99103320585,1,0,0,1,0,2.4511,2.9584,4.3322,5.2062,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",405.833333333333,0,1,0.5
"639",38,"LO",2,2.2,1,1,0,"[-5, 0]",3,4.35996787917,1,1,0,-1,0,2.473,3.2772,4.3792,4.903,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",397.5,0,1,0.5
"640",39,"LO",2,2.2,1,2,0,"[-10, 0]",3,4.39365044811,1,1,0,1,0,2.1881,2.8859,3.4909,4.8829,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",395.366666666667,0,1,0.5
"641",40,"LO",2,2.1,1,2,1,"[10, 0]",3,4.85585156477,1,0,0,-1,0,2.4017,2.9922,3.8698,4.5867,5.3821,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",396.35,0,1,0.5
"642",41,"LO",2,2.1,1,1,0,"[-5, 0]",3,5.06660540611,1,0,0,-1,0,2.1181,2.8013,3.8589,4.6321,5.8834,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",405.785714285714,0,1,0.5
"643",42,"LO",2,2,1,1,0,"[-5, 0]",3,4.89660938166,1,0,0,-1,0,2.3477,3.6583,4.361,5.5432,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",405.7,0,1,0.5
"644",43,"LO",2,1.8,1,0,0,"[0, 0]",3,4.76568013935,1,1,0,-1,0,1.7236,2.9647,3.5709,4.322,5.0824,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",394.154545454545,0,1,0.5
"645",44,"LO",2,1.8,1,0,1,"[0, 0]",3,4.6759211487,1,1,0,-1,0,1.7609,2.8134,3.8285,4.3772,5.2965,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",398.28,0,1,0.5
"646",45,"LO",2,2.2,1,1,1,"[5, 0]",3,4.31065166856,1,1,0,1,0,2.3307,3.555,4.2478,4.8492,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",395.766666666667,0,1,0.5
"647",46,"LO",2,2,-1,2,1,"[10, 0]",3,4.78929064595,1,0,0,1,0,2.3664,3.59,4.578,5.7727,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",398.633333333333,0,1,0.5
"648",47,"LO",2,2,-1,2,0,"[-10, 0]",3,4.91294580625,1,0,0,1,0,1.6718,3.105,3.6176,4.9114,6.0758,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",403.38,0,1,0.5
"649",48,"LO",2,1.8,1,2,1,"[10, 0]",3,4.46663590251,1,1,0,1,0,2.114,3.5624,4.561,5.2306,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",408.14,0,1,0.5
"650",49,"LO",2,2.2,-1,2,0,"[-10, 0]",3,4.30468731667,1,1,0,-1,0,2.3886,3.0453,4.1809,5.2231,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",405.725,0,1,0.5
"651",50,"LO",2,2.2,1,0,1,"[0, 0]",3,4.46844520833,1,1,0,1,0,1.8543,3.2332,4.0995,5.5474,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",388.3375,1,1,0.5
"652",51,"LO",2,1.8,-1,0,1,"[0, 0]",0,4.92257998402,1,1,0,-1,-1,1.6283,2.9628,3.5104,4.7703,5.6885,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",391.266666666667,0,0,0.5
"653",52,"LO",2,2.2,-1,0,1,"[0, 0]",3,4.95923706192,1,1,0,-1,0,1.5351,2.7393,3.5343,4.795,5.641,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",393.8,0,1,0.5
"654",53,"LO",2,2,-1,0,0,"[0, 0]",3,4.75093958328,1,0,0,1,0,2.4989,3.6303,4.9055,-999,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",394.05,0,1,0.5
"655",54,"LO",2,2.2,-1,1,0,"[-5, 0]",3,4.92049553044,1,1,0,-1,0,1.6627,2.649,3.5683,4.5748,5.9954,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",396.166666666667,0,1,0.5
"656",55,"LO",2,2.1,-1,2,1,"[10, 0]",3,4.86808709686,1,0,0,-1,0,2.2354,2.9885,3.8415,4.9506,5.8373,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",403.95,0,1,0.5
"657",56,"LO",2,2,1,1,0,"[-5, 0]",3,4.96148378699,1,0,0,1,0,1.6588,2.3514,3.6874,4.2089,5.6732,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",397.2,0,1,0.5
"658",57,"LO",2,1.8,1,2,0,"[-10, 0]",3,5.09526702261,1,1,0,1,0,1.9675,2.8898,3.9408,5.3874,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",402.4,0,1,0.5
"659",58,"LO",2,1.8,1,1,0,"[-5, 0]",3,4.52777293021,1,1,0,-1,0,1.7045,2.7233,3.3046,3.8535,5.0946,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",394.3,0,1,0.5
"660",59,"LO",2,2.1,-1,2,0,"[-10, 0]",3,4.93818537961,1,0,0,1,0,1.9532,2.5128,3.9222,4.8329,6.1976,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",401.3,0,1,0.5
"661",60,"LO",2,2.1,1,2,0,"[-10, 0]",3,4.66246513862,1,0,0,-1,0,2.4218,3.8312,4.8055,-999,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",392.8,0,1,0.5
"662",61,"LO",2,2,-1,1,1,"[5, 0]",3,5.08964768619,1,0,0,1,0,1.6419,2.6955,4.1127,5.3851,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",400.85,0,1,0.5
"663",62,"LO",2,2.2,-1,1,1,"[5, 0]",3,4.53904467553,1,1,0,1,0,2.1767,3.4294,4.8395,-999,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",393.8,0,1,0.5
"664",63,"LO",2,1.8,-1,2,0,"[-10, 0]",3,4.87478824142,1,1,0,-1,0,1.7019,2.9163,3.6506,5.0341,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",398.25,0,1,0.5
"665",64,"LO",2,2.1,-1,1,1,"[5, 0]",3,4.58524489968,1,0,0,1,0,2.3869,2.9957,3.723,4.4885,5.4738,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",390.175,0,1,0.5
"666",65,"LO",2,2.2,1,2,0,"[-10, 0]",0,4.68017236417,1,1,0,-1,-1,2.3809,3.5854,4.422,5.3868,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",399.533333333333,0,0,0.5
"667",66,"LO",2,2.1,1,0,1,"[0, 0]",3,4.71482917282,1,0,0,1,0,1.8715,2.7685,3.8629,5.0378,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",388.95,0,1,0.5
"668",67,"LO",2,2.1,1,1,0,"[-5, 0]",3,4.39222978008,1,0,0,1,0,1.5929,2.4353,2.9646,4.1024,4.9434,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",400.125,0,1,0.5
"669",68,"LO",2,2.2,-1,0,0,"[0, 0]",3,4.34677706471,1,1,0,1,0,2.1625,2.7701,3.8259,4.699,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",401,0,1,0.5
"670",69,"LO",2,2,-1,2,1,"[10, 0]",3,4.49478031822,1,0,0,1,0,2.3328,3.6763,4.9484,-999,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",398.3,0,1,0.5
"671",70,"LO",2,2,1,1,1,"[5, 0]",3,4.85308091337,1,0,0,-1,0,2.3223,2.8617,3.7339,4.545,5.3581,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",390.466666666667,1,1,0.5
"672",71,"LO",2,2,-1,2,0,"[-10, 0]",3,4.93579870629,1,0,0,-1,0,1.9236,2.6419,3.8323,4.6185,6.1075,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",402.283333333333,1,1,0.5
"673",72,"LO",2,2.1,1,1,1,"[5, 0]",3,4.54796283546,1,0,0,-1,0,1.6569,2.3142,2.9654,4.464,5.2743,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",396.366666666667,0,1,0.5
"674",73,"LO",2,1.8,1,0,0,"[0, 0]",3,4.32588003276,1,1,0,-1,0,2.2844,3.7777,4.6904,-999,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",394,0,1,0.5
"675",74,"LO",2,2.1,1,0,0,"[0, 0]",3,4.4948408292,1,0,0,1,0,1.7451,2.9659,3.9779,4.6948,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",402.366666666667,0,1,0.5
"676",75,"LO",2,1.8,-1,2,1,"[10, 0]",3,4.85302668092,1,1,0,-1,0,2.3424,3.4428,4.5545,5.6429,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",401.333333333333,0,1,0.5
"677",76,"LO",2,2.2,1,0,0,"[0, 0]",3,4.829292753,1,1,0,1,0,2.0849,3.5119,4.2071,5.4161,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",398.133333333333,0,1,0.5
"678",77,"LO",2,1.8,-1,0,0,"[0, 0]",3,4.90573168507,1,1,0,1,0,1.5141,2.1516,3.5933,4.1174,5.1237,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",397.1,0,1,0.5
"679",78,"LO",2,2.2,-1,2,1,"[10, 0]",0,5.06543944579,1,1,0,-1,-1,2.4227,3.8903,5.1479,6.5836,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",392.5,0,0,0.5
"680",79,"LO",2,2.1,-1,0,1,"[0, 0]",3,4.97933987857,1,0,0,-1,0,1.9597,2.6823,3.9435,4.7729,5.3186,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",402.433333333333,0,1,0.5
"681",80,"LO",2,2,1,2,1,"[10, 0]",3,4.31277463665,1,0,0,1,0,2.0526,2.7704,3.7951,5.0685,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",396.7,0,1,0.5
"682",81,"LO",2,1.8,-1,1,0,"[-5, 0]",3,4.84797630741,1,1,0,-1,0,2.1457,3.4995,4.9818,-999,-999,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",400.666666666667,0,1,0.5
"683",82,"LO",2,1.8,1,1,1,"[5, 0]",3,5.09265497253,1,1,0,1,0,1.9114,2.7471,3.902,5.1892,6.438,-999,-999,-999,-999,0,"offCenter","CF_08Apr2015_14-32.txt",391.1,0,1,0.5
