"","trialnum","subject","numObjects","speed","direction","condition","leftOrRight","offsetXYring0","orderCorrect","trialDurTotal","numTargets","whichIsTarget0","ringToQuery","Direction0","respAdj0","rev0_0","rev0_1","rev0_2","rev0_3","rev0_4","rev0_5","rev0_6","rev0_7","rev0_8","timingBlips","exp","file","Position","Exclusion","correct","chanceRate"
"92",19,"JQ",2,2,1,0,1,"[0, 0]",3,4.94582399745,1,0,0,-1,0,1.968,3.4651,4.4171,5.6374,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",-999,-999,1,0.5
"93",20,"JQ",2,1.9,1,0,0,"[0, 0]",3,4.64044561727,1,1,0,1,0,1.9847,2.6387,3.2364,4.3269,5.6956,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",-999,-999,1,0.5
"94",21,"JQ",2,1.9,1,2,1,"[10, 0]",0,5.0468702451,1,1,0,-1,1,1.8781,2.5171,3.7724,4.6965,5.7271,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",-999,-999,0,0.5
"95",22,"JQ",2,1.65,-1,1,0,"[-5, 0]",3,4.71244568812,1,1,0,-1,0,2.2054,2.9662,3.9294,5.3321,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",-999,-999,1,0.5
"96",23,"JQ",2,2,-1,1,1,"[5, 0]",3,4.73954317273,1,0,0,-1,0,2.2863,2.8466,3.4749,3.9803,4.6099,5.6501,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",-999,-999,1,0.5
"97",24,"JQ",2,1.9,1,2,0,"[-10, 0]",3,5.06206209445,1,1,0,1,0,1.8375,2.4677,3.1169,4.4622,5.802,-999,-999,-999,-999,1,"offCenter","AH_24Mar2015_17-20.txt",-999,-999,1,0.5
"98",25,"JQ",2,1.65,-1,0,1,"[0, 0]",3,4.99574558418,1,1,0,1,0,2.0905,3.3534,4.0959,4.8366,6.2637,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",-999,-999,1,0.5
"99",26,"JQ",2,1.65,1,0,1,"[0, 0]",3,4.42725238099,1,1,0,1,0,1.5845,2.3535,3.1117,4.0876,5.3826,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",-999,-999,1,0.5
"100",27,"JQ",2,1.65,-1,2,1,"[10, 0]",3,4.67639778475,1,1,0,-1,0,1.967,3.1983,4.2584,5.0676,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",-999,-999,1,0.5
"101",28,"JQ",2,1.8,1,2,0,"[-10, 0]",3,4.81220010115,1,0,0,-1,0,1.7441,2.2542,3.1816,4.5954,6.0863,-999,-999,-999,-999,1,"offCenter","AH_24Mar2015_17-20.txt",-999,-999,1,0.5
"102",29,"JQ",2,1.8,1,0,0,"[0, 0]",3,4.5645565965,1,0,0,-1,0,2.3074,3.7478,4.9818,-999,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",-999,-999,1,0.5
"103",30,"JQ",2,1.8,-1,2,1,"[10, 0]",3,4.59466612232,1,0,0,-1,0,1.9438,2.5075,3.7892,5.226,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",-999,-999,1,0.5
"104",31,"JQ",2,2,1,2,1,"[10, 0]",3,4.5598064227,1,0,0,1,0,2.4353,3.1716,4.1189,5.2498,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",-999,-999,1,0.5
"105",32,"JQ",2,1.9,-1,2,0,"[-10, 0]",0,4.8166468619,1,1,0,-1,1,1.5553,2.6421,3.3105,3.9065,4.4602,5.4392,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",-999,-999,0,0.5
"106",33,"JQ",2,1.65,-1,2,0,"[-10, 0]",3,5.01280194552,1,1,0,-1,0,2.0277,3.028,3.7324,4.97,5.5684,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",-999,-999,1,0.5
"107",34,"JQ",2,1.8,1,1,1,"[5, 0]",3,4.67487836927,1,0,0,-1,0,2.2655,2.7951,4.0086,5.2142,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",-999,-999,1,0.5
"108",35,"JQ",2,2,1,1,0,"[-5, 0]",0,4.52753683002,1,0,0,-1,1,2.162,2.7269,4.1804,5.3178,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",-999,-999,0,0.5
"109",36,"JQ",2,1.8,1,2,1,"[10, 0]",3,5.06253254331,1,0,0,1,0,2.0223,2.5383,3.6925,4.9438,5.4473,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",-999,-999,1,0.5
"110",37,"JQ",2,2,1,0,0,"[0, 0]",3,4.7302598418,1,0,0,1,0,1.9933,3.0646,4.0979,5.4251,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",-999,-999,1,0.5
"111",38,"JQ",2,1.8,1,1,0,"[-5, 0]",3,4.60324101709,1,0,0,-1,0,1.9336,2.8988,3.8922,4.499,5.8853,-999,-999,-999,-999,1,"offCenter","AH_24Mar2015_17-20.txt",-999,-999,1,0.5
